"LA MODERNA","OLAVARRIA"
"SAN ANTONIO","OLAVARRIA"
"LA CARMELITA","OLAVARRIA"
"LOS CHILENOS","OLAVARRIA"
"CAMPO STRIEBECK","OLAVARRIA"
"COLONIA ITURRASPE","COLONIA ITURRASPE"
"COLONIA LA POSTA","AREQUITO"
"AREQUITO","AREQUITO"
"SAN JOSE DE AGUILAR","SANTA VICTORIA OESTE"
"PUCALLPA","SANTA VICTORIA OESTE"
"LIZOITE","SANTA VICTORIA OESTE"
"LA SOLEDAD","SANTA VICTORIA OESTE"
"HORNILLOS","SANTA VICTORIA OESTE"
"EL PUESTO","SANTA VICTORIA OESTE"
"LA FALDA","SANTA VICTORIA OESTE"
"RODEO PAMPA","SANTA VICTORIA OESTE"
"PUCARA","SANTA VICTORIA OESTE"
"LA HUERTA","SANTA VICTORIA OESTE"
"CAMPO LA PAZ","SANTA VICTORIA OESTE"
"PUEBLO VIEJO","SANTA VICTORIA OESTE"
"SAN FRANCISCO","SANTA VICTORIA OESTE"
"SAN JOSE","SANTA VICTORIA OESTE"
"ABRA DE SANTA CRUZ","SANTA VICTORIA OESTE"
"SANTA CRUZ","SANTA VICTORIA OESTE"
"CHORRO","SANTA VICTORIA OESTE"
"SANTA VICTORIA","SANTA VICTORIA OESTE"
"ABRA DE SAN ANTONIO","SANTA VICTORIA OESTE"
"ANTIGAL","SANTA VICTORIA OESTE"
"LAGUNA","SANTA VICTORIA OESTE"
"SAN FELIPE","SANTA VICTORIA OESTE"
"SANTA CRUZ DE AGUILAR","SANTA VICTORIA OESTE"
"MECOYITA","SANTA VICTORIA OESTE"
"ACOYTE","SANTA VICTORIA OESTE"
"RIO PIEDRAS","RIO PIEDRAS"
"LUMBRERAS","RIO PIEDRAS"
"ARENALES","RIO PIEDRAS"
"SAN RAMIREZ","SAN RAMIREZ"
"LIHUEL CALEL","PUELCHES"
"PUELCHES","PUELCHES"
"GENERAL LAGOS","GENERAL LAGOS"
"PAMPA LA PORTEÑA","CORZUELA"
"CORZUELA NORTE","CORZUELA"
"SAN ANTONIO","CORZUELA"
"COLONIA JUAN LAVALLE","CORZUELA"
"PAMPA ZAPPA","CORZUELA"
"COLONIA SAN LORENZO","CORZUELA"
"CAMPO CANTON","CORZUELA"
"PAMPA ALSINA","CORZUELA"
"CORZUELA","CORZUELA"
"LA CIENAGA","LAS AGUADAS"
"LAS AGUADAS","LAS AGUADAS"
"TALA VERDE","LAS AGUADAS"
"EL PUESTO","LAS AGUADAS"
"LOS MOLLES","LAS AGUADAS"
"CAÑADON SECO","CAÑADON SECO"
"LA ESCALERA","SANAGASTA"
"LA TORRECITA","SANAGASTA"
"HUACO","SANAGASTA"
"VILLA SANAGASTA","SANAGASTA"
"ADROGUE","ALMIRANTE BROWN"
"JOSE MARMOL","ALMIRANTE BROWN"
"SAN JOSE","ALMIRANTE BROWN"
"RAFAEL CALZADA","ALMIRANTE BROWN"
"CLAYPOLE","ALMIRANTE BROWN"
"MINISTRO RIVADAVIA","ALMIRANTE BROWN"
"BURZACO","ALMIRANTE BROWN"
"MALVINAS ARGENTINAS","ALMIRANTE BROWN"
"GLEW","ALMIRANTE BROWN"
"LONGCHAMPS","ALMIRANTE BROWN"
"DON ORIONE","ALMIRANTE BROWN"
"SAN FRANCISCO SOLANO","ALMIRANTE BROWN"
"BELL VILLE","BELL VILLE"
"COLONIA COMPIANI","BELL VILLE"
"CALETA OLIVIA","CALETA OLIVIA"
"NUEVA VIZCAYA","NUEVA VIZCAYA"
"TORTUGUITAS","JOSE C PAZ"
"DEL VISO","JOSE C PAZ"
"JOSE C. PAZ","JOSE C PAZ"
"GARZA","GARZA"
"LA VIGIA","ROJAS"
"LA VUELTA","ROJAS"
"ROBERTO CANO","ROJAS"
"SANTA FELISA","ROJAS"
"LA SOLEDAD","ROJAS"
"LA CALDERA","ROJAS"
"LOS INDIOS","ROJAS"
"LA CONCEPCION","ROJAS"
"LA ROJERA","ROJAS"
"LA BEBA","ROJAS"
"BARRIO LAS MARGARITAS","ROJAS"
"LAS CARABELAS","ROJAS"
"LAS POLVAREDAS","ROJAS"
"LA VUELTA CHICA","ROJAS"
"HUNTER","ROJAS"
"VILLA MANUEL POMAR","ROJAS"
"LA TIGRA","ROJAS"
"ROJAS","ROJAS"
"ESTACION SOL DE MAYO","ROJAS"
"RAFAEL OBLIGADO","ROJAS"
"VILLA PARQUE CECIR","ROJAS"
"LA VERDE","ROJAS"
"SAN BASILIO","ROJAS"
"VILLA GENERAL MITRE","PINTO"
"SAN ROQUE","AMBOY"
"CERRO PELADO","AMBOY"
"AMBOY","AMBOY"
"FLORIDA NEGRA","AREA SIN GOBIERNO"
"BELLA VISTA","AREA SIN GOBIERNO"
"EL SALADO","AREA SIN GOBIERNO"
"SUARDI","SUARDI"
"COLONIA SAN JOSE","HUACALERA"
"ALONSO","HUACALERA"
"VOLCAN DE YACORAITE","HUACALERA"
"YACORAITE","HUACALERA"
"HUACALERA","HUACALERA"
"LA TOMA","LA TOMA"
"MAQUINCHAO","MAQUINCHAO"
"CALLE ANGOSTA","GENERAL BELGRANO"
"NEWTON","GENERAL BELGRANO"
"SAN MARTIN","GENERAL BELGRANO"
"CHAS","GENERAL BELGRANO"
"GENERAL BELGRANO","GENERAL BELGRANO"
"LA VERDE","GENERAL BELGRANO"
"GORCHS","GENERAL BELGRANO"
"EL DESCANSO","GENERAL BELGRANO"
"COLONIA EL SALADO","GENERAL BELGRANO"
"LAVALLE","LAVALLE"
"PUERTO VIEJO","LAVALLE"
"LA LOMA","LAVALLE"
"RINCON DE SANTA LUCIA","LAVALLE"
"RINCON DE SOTO","LAVALLE"
"ENRIQUE URIEN","ENRIQUE URIEN"
"LA VIRUELA","ENRIQUE URIEN"
"LA MANUELA","ENRIQUE URIEN"
"LA CARLOTA","ENRIQUE URIEN"
"CAMPO COLLA","SANTA CLARA DE BUENA VISTA"
"LAS HIGUERITAS","SANTA CLARA DE BUENA VISTA"
"CORONEL RODRIGUEZ","SANTA CLARA DE BUENA VISTA"
"SANTA CLARA DE BUENA VISTA","SANTA CLARA DE BUENA VISTA"
"EL MOJON","AREA SIN GOBIERNO"
"EL GUANACO","AREA SIN GOBIERNO"
"LA MAZA","AREA SIN GOBIERNO"
"SANTA CATALINA","AREA SIN GOBIERNO"
"LA PIEDRA BLANCA","AREA SIN GOBIERNO"
"AGUA DE ORO","AREA SIN GOBIERNO"
"POZO DE MOLINA","AREA SIN GOBIERNO"
"POZO DEL SIMBOL","AREA SIN GOBIERNO"
"EL JORDAN","AREA SIN GOBIERNO"
"LA BARRANCA","AREA SIN GOBIERNO"
"POZO DE LAS OLLAS","AREA SIN GOBIERNO"
"PUNTA DEL MONTE","AREA SIN GOBIERNO"
"LA VICTORIA","AREA SIN GOBIERNO"
"SAN MIGUEL","AREA SIN GOBIERNO"
"ALTO DE FIERRO","AREA SIN GOBIERNO"
"SANTA ISABEL","AREA SIN GOBIERNO"
"LA PENCA","AREA SIN GOBIERNO"
"SAN ANTONIO","AREA SIN GOBIERNO"
"LA VICTORIA OESTE","AREA SIN GOBIERNO"
"CAMPO GRANDE","AREA SIN GOBIERNO"
"LA VICTORIA (E)","AREA SIN GOBIERNO"
"3 DE MAYO","GARUHAPE"
"GARUHAPE","GARUHAPE"
"SAN MIGUEL","GARUHAPE"
"PUERTO GARUHAPE","GARUHAPE"
"SALSACATE","SALSACATE"
"VILLA VISO","SALSACATE"
"CASA BLANCA","SALSACATE"
"TANINGA","SALSACATE"
"PUEBLO VIEJO","AREA SIN GOBIERNO"
"SAN EUSEBIO","AREA SIN GOBIERNO"
"LAS LAGUNITAS","AREA SIN GOBIERNO"
"LA TIGRA","AREA SIN GOBIERNO"
"COLONIA LA VERDE","AREA SIN GOBIERNO"
"COLONIA MARCOS SASTRE","AREA SIN GOBIERNO"
"CAMPO LOS CORRALITOS","AREA SIN GOBIERNO"
"COLONIA EL DORADO","AREA SIN GOBIERNO"
"CAMPO LOS ALGARROBOS","AREA SIN GOBIERNO"
"COLONIA LA CONCORDIA","AREA SIN GOBIERNO"
"SAN MELITON","AREA SIN GOBIERNO"
"CAYUQUEO","AREA SIN GOBIERNO"
"CAMPO COSTA","AREA SIN GOBIERNO"
"COLONIA LA UNION","AREA SIN GOBIERNO"
"LA HERRADURA","AREA SIN GOBIERNO"
"SAN SEVERO","AREA SIN GOBIERNO"
"CAMPO SANTA RITA","AREA SIN GOBIERNO"
"COLONIA 10 DE MAYO","AREA SIN GOBIERNO"
"COLONIA EL BALQUIN","AREA SIN GOBIERNO"
"COLONIA EL PIQUILLIN","AREA SIN GOBIERNO"
"COLONIA CORRAL DEL BAJO","AREA SIN GOBIERNO"
"CAMPO LAS CHACRAS","AREA SIN GOBIERNO"
"CUATRO CAMINOS","AREA SIN GOBIERNO"
"POTRO MUERTO","AREA SIN GOBIERNO"
"EL UCLE","AREA SIN GOBIERNO"
"CORRAL DEL BAJO","AREA SIN GOBIERNO"
"CAMPO VIONNET","AREA SIN GOBIERNO"
"COLONIA PICO CHACO","AREA SIN GOBIERNO"
"RAMON J. CARCANO","AREA SIN GOBIERNO"
"COLONIA LA LOLA","AREA SIN GOBIERNO"
"COLONIA LA CELINA","AREA SIN GOBIERNO"
"COLONIA EL DESCANSO","AREA SIN GOBIERNO"
"CNIA NORTE","AREA SIN GOBIERNO"
"COLONIA ESPERANZA","AREA SIN GOBIERNO"
"COLONIA CORRAL DE GUARDIA","AREA SIN GOBIERNO"
"CAMPO SANTA ELENA","AREA SIN GOBIERNO"
"COLONIA LA LEONCITA","AREA SIN GOBIERNO"
"CAMPO SAN ELIAS","AREA SIN GOBIERNO"
"CAMPO LA LUISITA","AREA SIN GOBIERNO"
"CAMPO LOS GALGOS","AREA SIN GOBIERNO"
"CAMPO CRESPO-P/BALLESTERS","AREA SIN GOBIERNO"
"CAMPO YANZI","AREA SIN GOBIERNO"
"COLONIA SANTA RITA","AREA SIN GOBIERNO"
"LUCA","LUCA"
"ENRIQUE CARBO","ENRIQUE CARBO"
"ALARCON","ENRIQUE CARBO"
"GENERAL RACEDO","EL CARMEN - ESTACION RACEDO"
"CARCEL","TUMBAYA"
"PUNTA CORRAL","TUMBAYA"
"COIRURO","TUMBAYA"
"AGUA BENDITA","TUMBAYA"
"TUMBAYA","TUMBAYA"
"TUMBAYA GRANDE","TUMBAYA"
"LEONES","LEONES"
"EL PALMAR","MIRAFLORES"
"GUEMES","MIRAFLORES"
"LA ARMONIA","MIRAFLORES"
"EL QUEBRACHO","MIRAFLORES"
"LOTE 126","MIRAFLORES"
"EL DESCANSO","MIRAFLORES"
"LA GRINGA","MIRAFLORES"
"LOS CIENAGOS","MIRAFLORES"
"4 DE FEBRERO","MIRAFLORES"
"LOS PEREYRAS","MIRAFLORES"
"TORRE DEL MIRADOR","MIRAFLORES"
"MONTE CASEROS","MIRAFLORES"
"POZO EL ZAPALLAR","MIRAFLORES"
"EL MOJO","MIRAFLORES"
"CRUCE PEÑALOZA","MIRAFLORES"
"LAS MARGARITAS","MIRAFLORES"
"ROSALES","MIRAFLORES"
"CENTRAL NORTE","MIRAFLORES"
"POZO DE LA PAVA","MIRAFLORES"
"LAS CUATRO BOCAS","MIRAFLORES"
"EL MILAGRO","MIRAFLORES"
"LOS PLACERES","MIRAFLORES"
"POZO DE LA MULA","MIRAFLORES"
"MANANTIALES","MIRAFLORES"
"LA ESMERALDA","MIRAFLORES"
"POZO DEL NEGRO","MIRAFLORES"
"BALBUENA","MIRAFLORES"
"MIRAFLORES","MIRAFLORES"
"EL RETIRO","MIRAFLORES"
"CAMPO LA CHINA","MIRAFLORES"
"LA MEDIA LUNA","MIRAFLORES"
"1° DE MAYO","MIRAFLORES"
"PASO DE LA CRUZ","MIRAFLORES"
"LOTE 76","MIRAFLORES"
"SANTA VICTORIA","MIRAFLORES"
"PALO MARCADO","MIRAFLORES"
"TECHAT","MIRAFLORES"
"LOTE 71","MIRAFLORES"
"LAS PUERTAS","MIRAFLORES"
"POZO LA GRINGA","MIRAFLORES"
"EL CAÑON","MIRAFLORES"
"LAS HACHERAS","MIRAFLORES"
"LOS QUIRQUINCHOS","MIRAFLORES"
"YAPEYU","MIRAFLORES"
"LA CHEOGUE","MIRAFLORES"
"NUEVA UNION","MIRAFLORES"
"BAJADA ALTA","MIRAFLORES"
"EL ALGARROBO","MIRAFLORES"
"BAJO HONDO","MIRAFLORES"
"EL QUEBRACHO BALEADO","MIRAFLORES"
"SAN LORENZO","MIRAFLORES"
"LOS ROSALES","MIRAFLORES"
"LAS CHACRAS","COLONIA TIROLESA"
"EL VERGEL","COLONIA TIROLESA"
"ESTACION COLONIA TIROLESA","COLONIA TIROLESA"
"EL QUEBRACHAL","COLONIA TIROLESA"
"COLONIA LOS ALGARROBOS","COLONIA TIROLESA"
"LA CORINA","COLONIA TIROLESA"
"COLONIA RIO CHICO","COLONIA TIROLESA"
"COLONIA TIROLESA","COLONIA TIROLESA"
"SANTA ELENA","COLONIA TIROLESA"
"LA PUERTA","COLONIA TIROLESA"
"LAS AVISPAS","LAS AVISPAS"
"LABORDEBOY","LABORDEBOY"
"GENERAL GELLY","GENERAL GELLY"
"CAMPO FONDATO","GENERAL GELLY"
"CAMPO GHIANO","EL TREBOL"
"CAMPO ULLA","EL TREBOL"
"EL TREBOL","EL TREBOL"
"CAMPO RIBERI","EL TREBOL"
"POTRERILLOS","EL JARDIN"
"EL JARDIN","EL JARDIN"
"LOZADA","LOZADA"
"SALSIPUEDES","SALSIPUEDES"
"LA ESTANCITA","SALSIPUEDES"
"EL PUEBLITO","SALSIPUEDES"
"LA JAULA","SAN CARLOS"
"CAPIZ","SAN CARLOS"
"SAN CARLOS","SAN CARLOS"
"PAREDITAS","SAN CARLOS"
"CHILECITO","SAN CARLOS"
"EL PARRAL","SAN CARLOS"
"PIEDRAS BLANCAS","SAN CARLOS"
"TRES ESQUINAS","SAN CARLOS"
"LA CONSULTA","SAN CARLOS"
"BARRIO EL CEPILLO","SAN CARLOS"
"PASO DE LAS CARRETAS","SAN CARLOS"
"EUGENIO BUSTOS","SAN CARLOS"
"EL CAPACHO","SAN CARLOS"
"BARRIO CARRASCO","SAN CARLOS"
"LOS ALAMITOS","SAN CARLOS"
"VILLA EL CHACON","SAN CARLOS"
"CAMPAMENTO VILLEGAS","AREA SIN GOBIERNO"
"SANTA TERESA","SANTA TERESA"
"FRANCISCO PAZ","SANTA TERESA"
"CHACHARRAMENDI","CHACHARRAMENDI"
"VALLE DAZA","CHACHARRAMENDI"
"BARRIO CHIVILCOY","SAN MARTIN"
"EL DIVISADERO","SAN MARTIN"
"BUEN ORDEN","SAN MARTIN"
"MONTECASEROS","SAN MARTIN"
"BARRIO LA ESTACION","SAN MARTIN"
"CHAPANAY","SAN MARTIN"
"BARRIO NTRA. SRA. DE FATIMA","SAN MARTIN"
"TRES PORTEÑAS","SAN MARTIN"
"CHIVILCOY","SAN MARTIN"
"BARRIO LOS CHARABONES","SAN MARTIN"
"ALTO VERDE","SAN MARTIN"
"CIUDAD DE SAN MARTIN","SAN MARTIN"
"EL RAMBLON","SAN MARTIN"
"BARRIO EMANUEL","SAN MARTIN"
"VILLA CENTENARIO","SAN MARTIN"
"EL ESPINO","SAN MARTIN"
"PALMIRA","SAN MARTIN"
"NUEVA CALIFORNIA","SAN MARTIN"
"TRES ESQUINAS","SAN MARTIN"
"ALTO SALVADOR","SAN MARTIN"
"COLONIA LAMBARE","SAN MARTIN"
"EL RINCON","CHOLILA"
"EL BLANCO","CHOLILA"
"EL CAJON","CHOLILA"
"CHOLILA","CHOLILA"
"VILLA LAGO RIVADAVIA","CHOLILA"
"LA PUERTA","LA PUERTA"
"PINTOS","LA CUMBRE"
"EL ROSARIO","LA CUMBRE"
"LA CUMBRE","LA CUMBRE"
"VILLA TERCERA","LOS RALOS"
"EX INGENIO LOS RALOS","LOS RALOS"
"LAS MERCEDES","LOS RALOS"
"VILLA RECASTE","LOS RALOS"
"CAMPO LA FLOR","LOS RALOS"
"RUTA 5 KM 132","SUIPACHA"
"SUIPACHA","SUIPACHA"
"GENERAL RIVAS","SUIPACHA"
"LOS CARDALES","SUIPACHA"
"CUARTEL VIII","SUIPACHA"
"ESTACION LA NEGRA","SUIPACHA"
"LA DULCE","SUIPACHA"
"CUARTEL IX","SUIPACHA"
"CUARTEL IV","SUIPACHA"
"FORTIN ARENALES","LANTERI"
"CAMPO BONAZOLA","LANTERI"
"LAS TAPERITAS","LANTERI"
"LANTERI","LANTERI"
"CAMPO SIETE PROVINCIAS","LANTERI"
"FLOR DE ORO","LANTERI"
"LA BRITANICA","LANTERI"
"DIVISADERO","CAFAYATE"
"YACOCHUYA","CAFAYATE"
"EL PASO","CAFAYATE"
"LAS CONCHAS","CAFAYATE"
"CAFAYATE","CAFAYATE"
"SANTA BARBARA","CAFAYATE"
"TOLOMBOM","CAFAYATE"
"OJEDA","ALTA ITALIA"
"ALTA ITALIA","ALTA ITALIA"
"CAMPO GALLO","CAMPO GALLO"
"CAITA TORO","AREA SIN GOBIERNO"
"CHANQUIN","AREA SIN GOBIERNO"
"SAN ANTONIO","FORMOSA"
"ISLA OCA","FORMOSA"
"COLONIA FORMOSA","FORMOSA"
"LA COLONIA","FORMOSA"
"FORMOSA","FORMOSA"
"GARRIDO","LOBERIA"
"LAVALLE","LOBERIA"
"EL EDEN","LOBERIA"
"LA LOMA","LOBERIA"
"PIERES","LOBERIA"
"EL MORO","LOBERIA"
"LA GUITARRA","LOBERIA"
"NAPALEOFU","LOBERIA"
"LA ALIANZA","LOBERIA"
"SANTA MARIA","LOBERIA"
"EL PAMPERO","LOBERIA"
"PUERTA DEL DIABLO","LOBERIA"
"LA FLORESTA","LOBERIA"
"ARENAS VERDES","LOBERIA"
"LA MALACARA","LOBERIA"
"SAN PASCUAL","LOBERIA"
"DOS NACIONES","LOBERIA"
"SAN MANUEL","LOBERIA"
"LA PROVIDENCIA","LOBERIA"
"LAS TOSCAS","LOBERIA"
"LAS NUTRIAS","LOBERIA"
"LAHORE","LOBERIA"
"TOME Y TRAIGA","LOBERIA"
"LOBERIA","LOBERIA"
"EL LENGUARAZ","LOBERIA"
"LA BODEGA","LOBERIA"
"TAMANGUEYU","LOBERIA"
"LICENCIADO MATIENZO","LOBERIA"
"SAN ANTONIO","LOBERIA"
"MOROMAR","LOBERIA"
"ALTO EL BOLSON","VILLA VIL"
"LAS CUEVAS","VILLA VIL"
"CORRAL BLANCO","VILLA VIL"
"LAGUNA BLANCA","VILLA VIL"
"BARRANCA LARGA","VILLA VIL"
"VILLA VIL","VILLA VIL"
"SAN IGNACIO (LOTEO VELEZ CRESPO)","SANTA ROSA DE CALAMUCHITA"
"SANTA MONICA","SANTA ROSA DE CALAMUCHITA"
"SANTA ROSA DE CALAMUCHITA","SANTA ROSA DE CALAMUCHITA"
"ARROYO SECO","SANTA ROSA DE CALAMUCHITA"
"CAMPANA MAHUIDA","ARROYO LOS BERROS"
"ARROYO LOS BERROS","ARROYO LOS BERROS"
"LAS HERAS","LAS HERAS"
"COLONIA LA SARITA","LUCAS SUR PRIMERO"
"RINCON LUCAS SUD","LUCAS SUR PRIMERO"
"VISTA ALEGRE NORTE","VISTA ALEGRE"
"VISTA ALEGRE SUR","VISTA ALEGRE"
"BARRIO RUCA LUHE","VISTA ALEGRE"
"MUYO","ALPACHIRI Y EL MOLINO"
"ALPACHIRI","ALPACHIRI Y EL MOLINO"
"LAS LENGUAS","ALPACHIRI Y EL MOLINO"
"EL MOLINO","ALPACHIRI Y EL MOLINO"
"COCHUNA","ALPACHIRI Y EL MOLINO"
"LA CALERA","ALPACHIRI Y EL MOLINO"
"LAS PAVAS","ALPACHIRI Y EL MOLINO"
"POSTA CAMBIO ZALAZAR","POSTA CAMBIO ZALAZAR"
"PASO FLORES","PASO FLORES"
"EL SOMBRERO","EL SOMBRERO"
"LA MARTA","SAN ISIDRO"
"SAN GREGORIO","SAN ISIDRO"
"SAN ISIDRO","SAN ISIDRO"
"PASO SAN JUAN","SAN ISIDRO"
"PASO LOS ANGELES","SAN ISIDRO"
"ISLA TALAR","SAN ISIDRO"
"LA CUCUCHA","SAN ISIDRO"
"BUENA ESPERANZA","SAN ISIDRO"
"STELLA MARIS","SAN ISIDRO"
"SAN MARTIN","SAN ISIDRO"
"EL QUEBRACHO","SAN ISIDRO"
"ESTANCIA SANTA RITA","SAN ISIDRO"
"CAMPO MORATO","SAN ISIDRO"
"SAN ANTONIO","SAN ISIDRO"
"RINCON DEL PAGO","SAN ISIDRO"
"INVERNADA","SAN ISIDRO"
"PAGO DE LOS DESEOS","PAGO DE LOS DESEOS"
"COLONIA 3 DE ABRIL","3 DE ABRIL"
"EL ESPINILLO","EL ESPINILLO"
"AGUAS BLANCAS","AGUAS BLANCAS"
"COLONIA TERESA","COLONIA TERESA"
"CUBANEA","CUBANEA"
"CHIPAUQUIL","CHIPAUQUIL"
"PILO LIL","PILO LIL"
"GUAÑACOS","GUAÑACOS"
"LOS CHAÑARITOS","LOS CHAÑARITOS (RÍO SEGUNDO)"
"DOÑA LUISA","DOÑA LUISA"
"SABAGASTA","SABAGASTA"
"NUEVA POMPEYA","MISION NUEVA POMPEYA"
"ALDEA APELEG","ALDEA APELEG"
"CAMPO PIAGGIO","CAMPO PIAGGIO"
"LAPACHITO","LAPACHITO"
"COLONIAS UNIDAS","COLONIAS UNIDAS"
"LOS TALARES","LOS TALARES"
"LA RANCHERITA","LA RANCHERITA"
"COLONIA CAROLINA","CAROLINA"
"COLONIA ISABEL VICTORIA","CAROLINA"
