"SANTA ROSA DE CALAMUCHITA","CALAMUCHITA"
"ARROYO LOS BERROS","VALCHETA"
"LAS HERAS","DESEADO"
"LUCAS SUR PRIMERO","VILLAGUAY"
"VISTA ALEGRE","CONFLUENCIA"
"ALPACHIRI Y EL MOLINO","CHICLIGASTA"
"POSTA CAMBIO ZALAZAR","PATIÑO"
"PASO FLORES","PILCANIYEU"
"EL SOMBRERO","EMPEDRADO"
"SAN ISIDRO","GOYA"
"PAGO DE LOS DESEOS","SALADAS"
"3 DE ABRIL","BELLA VISTA"
"EL ESPINILLO","GENERAL GUEMES"
"AGUAS BLANCAS","ORAN"
"COLONIA TERESA","SAN JAVIER"
"CUBANEA","ADOLFO ALSINA"
"CHIPAUQUIL","VALCHETA"
"PILO LIL","CATAN LIL"
"GUAÑACOS","MINAS"
"LOS CHAÑARITOS (RÍO SEGUNDO)","RIO SEGUNDO"
"DOÑA LUISA","GUASAYAN"
"SABAGASTA","SALAVINA"
"MISION NUEVA POMPEYA","GENERAL GUEMES"
"ALDEA APELEG","RIO SENGUER"
"CAMPO PIAGGIO","SAN JERONIMO"
"LAPACHITO","GENERAL DONOVAN"
"COLONIAS UNIDAS","SARGENTO CABRAL"
"LOS TALARES","POCHO"
"LA RANCHERITA","SANTA MARÍA"
"CAROLINA","GOYA"
"VILLA OLIVARI","ITUZAINGO"
"COLONIA PANDO","SAN ROQUE"
"COLONIA SAN ANSELMO Y ALEDAÑAS","COLON"
"COSTA GRANDE","DIAMANTE"
"LA FLORIDA","FEDERACION"
"SAN ROQUE","FEDERACION"
"BANDERAS","FEDERAL"
"DISTRITO DIEGO LOPEZ","FEDERAL"
"SANTA LUCIA","FEDERAL"
"DISTRITO CHAÑAR","FELICIANO"
"LAS MULITAS","FELICIANO"
"ISLAS LAS LECHIGUANAS","GUALEGUAY"
"PASTOR BRITOS","GUALEGUAYCHU"
"RINCON DEL GATO","GUALEGUAYCHU"
"PERDICES","GUALEGUAYCHU"
"ÑANCAY","ISLAS DEL IBICUY"
"LA PROVIDENCIA","LA PAZ"
"SAUCECITO","LA PAZ"
"CRUCESITAS OCTAVA","NOGOYA"
"ORO VERDE","PARANA"
"ARROYO CORRALITO","PARANA"
"ALDEA SANTA ROSA","PARANA"
"COLONIA OFICIAL N° 5","SAN SALVADOR"
"ARROYO GENA","URUGUAY"
"SAN CIPRIANO","URUGUAY"
"TALA","URUGUAY"
"CHILCAS","VICTORIA"
"HINOJAL","VICTORIA"
"RINCON DEL DOLL","VICTORIA"
"MONTOYA","VICTORIA"
"COLONIA ADIVINO","VILLAGUAY"
"PARAJE LOS ALGARROBOS","VILLAGUAY"
"PICHI MAHUIDA","PICHI MAHUIDA"
"MINA 3","GUER AIKE"
"MAUA","CASTELLANOS"
"NICANOR MOLINAS","GENERAL OBLIGADO"
"DOS ROSAS Y LA LEGUA","SAN CRISTOBAL"
"SAN RAMON - LA DARSENA","BANDA"
"VILLA ZANJON","CAPITAL"
"VILLA MATOQUE","COPO"
"GUAMPACHA","GUASAYAN"
"VILLA GUASAYAN","GUASAYAN"
"POZO DEL TOBA","JUAN F IBARRA"
"QUEBRACHO COTO","PELLEGRINI"
"VILLA ROBLES","ROBLES"
"SIMOCA","SIMOCA"
"SOLDADO MALDONADO","MONTEROS"
"LOS PEREYRA","CRUZ ALTA"
"SOL DE MAYO","CAPITAL"
"JUANILLO","ATAMISQUI"
"PUNTA POZO","AVELLANEDA"
"EL AIBE","BANDA"
"ABRA GRANDE","BANDA"
"REMES","CAPITAL"
"SAN BENITO","CAPITAL"
"EL DEAN","CAPITAL"
"SAN VICENTE","LORETO"
"SANTA CATALINA","GUASAYAN"
"SANTA MARIA","CAPITAL"
"CASPI CORRAL","FIGUEROA"
"VACA HUAÑUNA","FIGUEROA"
"MELERO","JUAN F IBARRA"
"LA NENA - LA SIMONA","GENERAL TABOADA"
"TRES CRUCES","JIMENEZ"
"YUCHAN","JUAN F IBARRA"
"LA NORIA","LORETO"
"SAUCE SOLO","LORETO"
"AMAMA","MORENO"
"VILLA BRANA","MORENO"
"LIBERTAD","MORENO"
"NEGRA MUERTA","BANDA"
"KILOMETRO 49","OJO DE AGUA"
"CAMPO GRANDE","PELLEGRINI"
"VILLA MERCEDES","PELLEGRINI"
"SANTO DOMINGO","PELLEGRINI"
"AMICHA","RIO HONDO"
"LESCANO","RIO HONDO"
"LOS OVEJEROS","RIO HONDO"
"SOTELO","RIO HONDO"
"LOS ROMANOS - SANTO DOMINGO","ROBLES"
"VILLA HIPOLITA","ROBLES"
"VACA HUMAN","SALAVINA"
"TIO POZO","LORETO"
"VILLA NUEVA","SAN MARTIN"
"HUACHANA","ALBERDI"
"SUMAMAO","SILIPICA"
"AHI VEREMOS","COPO"
"ACOS - POZO DEL ARBOLITO","RIO HONDO"
"SAN MIGUEL","COLON"
"SAN ANTONIO - ROLDAN","JUAN F IBARRA"
"ALBARDON - PUNTA DEL MONTE","GUALEGUAY"
"HOYON","ATAMISQUI"
"POZO AZUL","SAN PEDRO"
"DISTRITO TALA","PARANA"
"VILLA LAGO MELIQUINA","LACAR"
"AHI VEREMOS","PELLEGRINI"
"EL SAUZAL","RIO HONDO"
"COLONIA ABORIGEN","25 DE MAYO"
"ATOJ POZO","SAN MARTIN"
"VUELTA DE LA BARRANCA","CAPITAL"
"COLONIA REFFINO","PARANA"
"ESTACION YUQUERI","CONCORDIA"
"EL GATO - LOMA LIMPIA","FEDERAL"
"COLONIA OFICIAL N° 13","LA PAZ"
"GONZALEZ CALDERON","GUALEGUAY"
"LAS TOSCAS","LA PAZ"
"CRUCESITAS TERCERA","NOGOYA"
"COSTA URUGUAY SUR","GUALEGUAYCHU"
"MONTE REDONDO (O 7° DISTRITO)","GUALEGUAY"
"COLONIA TUNAS","FEDERACION"
"SAUCE SUR","TALA"
"LOS CAJONES","JUNIN"
"CECILIO ECHAVARRIA","LAVALLE"
"CAZADORES CORRENTINOS","CURUZU CUATIA"
"LAS GRUTAS","SAN ANTONIO"
"HARDY","GENERAL OBLIGADO"
"LOS TABANOS","VERA"
"EL CRUCE","FIGUEROA"
"SALTO ENCANTADO","CAINGUAS"
"9 DE JULIO","SAN ROQUE"
"ARROYO VENTANA","VALCHETA"
"GENERAL VILLEGAS","GENERAL VILLEGAS"
"ESTEBAN ECHEVERRIA","ESTEBAN ECHEVERRIA"
"VILLA HUIDOBRO","GENERAL ROCA"
"COLONIA ENSAYO","DIAMANTE"
"MONTE","MONTE"
"SANTO DOMINGO","LAS COLONIAS"
"TRES CAPONES","APOSTOLES"
"VILLA DEL ROSARIO","FEDERACION"
"MANFREDI","RIO SEGUNDO"
"LAS TINAJAS","MORENO"
"ARAUCO","ARAUCO"
"CUESTA BLANCA","PUNILLA"
"BALCARCE","BALCARCE"
"DEAN FUNES","ISCHILIN"
"VILLA DEL PRADO","SANTA MARÍA"
"CAVANAGH","MARCOS JUAREZ"
"ARCADIA","CHICLIGASTA"
"SAN LUIS DEL PALMAR","SAN LUIS DEL PALMAR"
"COLONIA EL SIMBOLAR","ROBLES"
"LOS CARDOS","SAN MARTIN"
"CONTRALMIRANTE CORDERO","GENERAL ROCA"
"SANTA MARIA NORTE","LAS COLONIAS"
"SAN GERONIMO","POCHO"
"PALACIOS","SAN CRISTOBAL"
"EL TALA","LA CANDELARIA"
"SENILLOSA","CONFLUENCIA"
"LAS PEÑAS","TOTORAL"
"ACHERAL","MONTEROS"
"ALDEA SAN JUAN","GUALEGUAYCHU"
"AREA SIN GOBIERNO","TERCERO ARRIBA"
"MONIGOTES","SAN CRISTOBAL"
"SAN JOSE","APOSTOLES"
"SAN ANTONIO ISLA APIPE GRANDE","ITUZAINGO"
"SAN ESTEBAN","PUNILLA"
"SANTA ROSA","CAPITAL"
"CALILEGUA","LEDESMA"
"PILQUINIYEU","25 DE MAYO"
"ALTAMIRANO SUR","TALA"
"SALDAN","COLON"
"LAS JUNTAS","AMBATO"
"AREA SIN GOBIERNO","BERMEJO"
"SOSA","PARANA"
"IBARRETA","PATIÑO"
"ESTANCIA GRANDE","CORONEL PRINGLES"
"TICINO","GENERAL SAN MARTIN"
"PUERTO EVA PERON","BERMEJO"
"EL RODEO","AMBATO"
"GUALEGUAYCITO","FEDERACION"
"TAFI DEL VALLE","TAFI DEL VALLE"
"ESTACION TORRENT","GENERAL ALVEAR"
"TRICAO MALAL","CHOS MALAL"
"PEDRO GOMEZ CELLO","SAN JUSTO"
"RAMONA","CASTELLANOS"
"AREA SIN GOBIERNO","25 DE MAYO"
"JOAQUIN V GONZALEZ","ANTA"
"LA ESPERANZA","SAN PEDRO"
"LLAMBI CAMPBELL","LA CAPITAL"
"ISLA VERDE","MARCOS JUAREZ"
"CONCEPCION DEL URUGUAY","URUGUAY"
"VILLA MASCARDI","BARILOCHE"
"TOAY","TOAY"
"SINSACATE","TOTORAL"
"AREA SIN GOBIERNO","PILCOMAYO"
"GENERAL ALMADA","GUALEGUAYCHU"
"PERICO","EL CARMEN"
"GENERAL PIZARRO","ANTA"
"GOBERNADOR FEBRE","NOGOYA"
"USHUAIA","USHUAIA"
"QUINES","AYACUCHO"
"MONTES DE OCA","BELGRANO"
"AREA SIN GOBIERNO","SAN SALVADOR"
"EL MOLLAR","TAFI DEL VALLE"
"SAN ANTONIO DE OBLIGADO","GENERAL OBLIGADO"
"GENERAL MOSCONI","GENERAL JOSE DE SAN MARTÍN"
"PRESIDENTE PERON","PRESIDENTE PERON"
"MAISONAVE","REALICO"
"SANTA ROSA DE LEALES Y LAGUNA BLAN","LEALES"
"CARNERILLO","JUAREZ CELMAN"
"CONSTANZA","SAN CRISTOBAL"
"CERRO COLORADO","RIO SECO"
"CORTADERAS","CHACABUCO"
"LA BANDA","BANDA"
"SAN VICTOR","FELICIANO"
"LOS ZORROS","TERCERO ARRIBA"
"CINCO SALTOS","GENERAL ROCA"
"PUEBLO CAZES","COLON"
"EMPEDRADO","EMPEDRADO"
"ARROYO LOS PATOS","SAN ALBERTO"
"PUELEN","PUELEN"
"TORO PUJIO","SAN JUSTO"
"GENERAL URQUIZA","SAN IGNACIO"
"LONCOPUE","LONCOPUE"
"CAMPO VIERA","OBERA"
"ALEJO LEDESMA","MARCOS JUAREZ"
"PALMA SOLA","SANTA BARBARA"
"LOS LAURELES","GENERAL OBLIGADO"
"SANTA MARIA","SANTA MARIA"
"NEUQUEN","CONFLUENCIA"
"MOJON GRANDE","SAN JAVIER"
"MONTE MAIZ","UNION"
"SAN PABLO Y VILLA NOUGUES","LULES"
"ZONDA","ZONDA"
"MAURICIO MAYER","CONHELO"
"LA FLORIDA Y LUISIANA","CRUZ ALTA"
"BURRUYACU","BURRUYACU"
"GUATIMOZIN","MARCOS JUAREZ"
"ONAGOITY","GENERAL ROCA"
"ICAÑO","LA PAZ"
"ALPA CORRAL","RIO CUARTO"
"VILLA GUILLERMINA","GENERAL OBLIGADO"
"EL TRAPICHE","CORONEL PRINGLES"
"TREVELIN","FUTALEUFU"
"JACHAL","JACHAL"
"MONTE BELLO","RIO CHICO"
"JUAN G BAZAN","PATIÑO"
"GATO COLORADO","9 DE JULIO"
"GOBERNADOR MARTINEZ","LAVALLE"
"LAS JUNTURAS","RIO SEGUNDO"
"ANCAJULI","TAFI VIEJO"
"CHICOANA","CHICOANA"
"LAS PAREJAS","BELGRANO"
"EPUYEN","CUSHAMEN"
"CUSI CUSI","SANTA CATALINA"
"EL BRETE","CRUZ DEL EJE"
"CORONEL DU GRATY","MAYOR LUIS J FONTANA"
"ESTANISLAO DEL CAMPO","PATIÑO"
"FORRES","ROBLES"
"PIQUILLIN","RIO PRIMERO"
"CAMINIAGA","SOBREMONTE"
"CARMEN DE ARECO","CARMEN DE ARECO"
"PARANA","PARANA"
"GENERAL CAMPOS","SAN SALVADOR"
"CERRO CORA","CANDELARIA"
"AREA SIN GOBIERNO","PICUN LEUFU"
"INGENIERO JACOBACCI","25 DE MAYO"
"CAÑADA DEL SAUCE","CALAMUCHITA"
"PUERTO MADRYN","BIEDMA"
"PIEDRA DEL AGUILA","COLLON CURA"
"CHABAS","CASEROS"
"SANTA MARGARITA","9 DE JULIO"
"ALTO DE LOS QUEBRACHOS","CRUZ DEL EJE"
"LA RINCONADA","RIO SECO"
"AGUA DULCE Y LA SOLEDAD","LEALES"
"VILLA SAN JOSE","CASTELLANOS"
"EL CRISPIN","RIO PRIMERO"
"SAN JAVIER","SAN JAVIER"
"NARE","SAN JUSTO"
"CAFERATA","GENERAL LOPEZ"
"LA EDUVIGIS","LIBERTADOR GENERAL SAN MARTÍN"
"LA PAZ","LA PAZ"
"TOTORAS","IRIONDO"
"LAGUNA BENITEZ","FELICIANO"
"AREA SIN GOBIERNO","AÑELO"
"AGUA DE ORO","COLON"
"VILLA URQUIZA","PARANA"
"VILLA DOS TRECE","PIRANE"
"BARRANQUERAS","SAN FERNANDO"
"GENERAL ROCA","MARCOS JUAREZ"
"SAN COSME","SAN COSME"
"LAS LAGUNAS","LIBERTADOR GENERAL SAN MARTÍN"
"NAZARENO","SANTA VICTORIA"
"AZARA","APOSTOLES"
"LOS QUIROGA","BANDA"
"REALICO","REALICO"
"COLONIA VICENTE AG├£ERO","COLON"
"TRANSITO","SAN JUSTO"
"AREA SIN GOBIERNO","ISLAS DEL IBICUY"
"GUALJAINA","CUSHAMEN"
"ESTEBAN RAMS","9 DE JULIO"
"POZO BORRADO","9 DE JULIO"
"LUTTI","CALAMUCHITA"
"VIGLIONE","TEHUELCHES"
"VILLA DEL NAHUEVE","MINAS"
"GUAMINI","GUAMINI"
"CHACABUCO","CHACABUCO"
"LAS ACEQUIAS","RIO CUARTO"
"LAGUNA BLANCA","LIBERTAD"
"BUENA VISTA","PILAGAS"
"LA CLOTILDE","O HIGGINS"
"YERBA BUENA","YERBA BUENA"
"EL PALENQUE","PARANA"
"VILLA NUEVA","GENERAL SAN MARTIN"
"CONCEPCION DEL YAGUARETE CORA","CONCEPCION"
"SAN PEDRO NORTE","TULUMBA"
"AÑELO","AÑELO"
"MARIA SUSANA","SAN MARTIN"
"BERNA","GENERAL OBLIGADO"
"CAPILLA DEL MONTE","PUNILLA"
"LAGUNA BLANCA","PILCANIYEU"
"PAMPAYASTA NORTE","TERCERO ARRIBA"
"GUTEMBERG","RIO SECO"
"SAN CARLOS DE BARILOCHE","BARILOCHE"
"OBERA","OBERA"
"MISION SAN FRANCISCO DE LAISHI","LAISHI"
"LAGUNA GALLO","PILAGAS"
"POZO HONDO","JIMENEZ"
"GENERAL FOTHERINGHAM","TERCERO ARRIBA"
"CAROLINA","CORONEL PRINGLES"
"SALADERO MARIANO CABAL","GARAY"
"PASO DEL SAPO","LANGUIÑEO"
"VILLA LARCA","CHACABUCO"
"CUSHAMEN","CUSHAMEN"
"INGENIERO HUERGO","GENERAL ROCA"
"ALVEAR","ROSARIO"
"LOS NOGALES","TAFI VIEJO"
"WINIFREDA","CONHELO"
"COMODORO RIVADAVIA","ESCALANTE"
"PARERA","RANCUL"
"GENERAL PUEYRREDON","GENERAL PUEYRREDON"
"SAN SALVADOR DE JUJUY","DOCTOR MANUEL BELGRANO"
"POMAN","POMAN"
"PORTEÑA","SAN JUSTO"
"DELFIN GALLO","CRUZ ALTA"
"EL COLORADO","PIRANE"
"EL CHARCO","JIMENEZ"
"VILLA ANGELA","MAYOR LUIS J FONTANA"
"MONTE CRISTO","RIO PRIMERO"
"VILLA SARALEGUI","SAN CRISTOBAL"
"VILLAGUAY","VILLAGUAY"
"AREA SIN GOBIERNO","CHOYA"
"VERA Y PINTADO","SAN JUSTO"
"CAPITAN GENERAL BERNARDO O HIGGINS","MARCOS JUAREZ"
"SAN MARTIN I","PATIÑO"
"GOBERNADOR COSTA","TEHUELCHES"
"LUIS PALACIOS","SAN LORENZO"
"SAN VICENTE","SAN ALBERTO"
"CONCEPCION DE LA SIERRA","CONCEPCION"
"EL ALTO","EL ALTO"
"SANTO TOME","LA CAPITAL"
"RIVADAVIA BANDA NORTE","RIVADAVIA"
"PUEBLO MARINI","CASTELLANOS"
"POCITO","POCITO"
"LUGONES","AVELLANEDA"
"TACAÑITAS","GENERAL TABOADA"
"AREA SIN GOBIERNO","GUALEGUAYCHU"
"VILLA CURA BROCHERO","SAN ALBERTO"
"VILLA SALAVINA","SALAVINA"
"TOBA","VERA"
"CHANCANI","POCHO"
"PRESIDENCIA DE LA PLAZA","PRESIDENCIA DE LA PLAZA"
"VILLA FIGUEROA","FIGUEROA"
"RIO MAYO","RIO SENGUER"
"AREA SIN GOBIERNO","JUAN MARTÍN DE PUEYRREDÓN"
"LAGO POSADAS","RÍO CHICO"
"LIMAY MAHUIDA","LIMAY MAHUIDA"
"CHAMICAL","CHAMICAL"
"PILAR","PILAR"
"EL BORDO","GENERAL GUEMES"
"SAN MARTIN DE LAS ESCOBAS","SAN MARTIN"
"VILLA ELOISA","IRIONDO"
"FUNES","ROSARIO"
"ALVEAR","GENERAL ALVEAR"
"LAS PALMAS","POCHO"
"YERBA BUENA","SIMOCA"
"SAN FRANCISCO DE SANTA FE","GENERAL LOPEZ"
"CHUÑA","ISCHILIN"
"COLONIA BARGE","MARCOS JUAREZ"
"GENERAL PINTO","GENERAL PINTO"
"LORETO","LORETO"
"POZO BETBEDER","PELLEGRINI"
"ROSALES","PRESIDENTE ROQUE SAENZ PEÑA"
"DIAZ","SAN JERONIMO"
"GRANADERO BAIGORRIA","ROSARIO"
"LAS GRAMILLAS","RIO PRIMERO"
"RAMAYON","SAN JUSTO"
"PEDERNAL","CONCORDIA"
"RAWSON","RAWSON"
"LOS SOSA","MONTEROS"
"VICENTE LOPEZ","VICENTE LOPEZ"
"JUBILEO","VILLAGUAY"
"HUINGANCO","MINAS"
"VILLA YACANTO","CALAMUCHITA"
"QUETREQUEN","RANCUL"
"EL GALPON","METAN"
"GENERAL JUAN MADARIAGA","GENERAL JUAN MADARIAGA"
"CAÑADA DE MACHADO","RIO PRIMERO"
"BENGOLEA","JUAREZ CELMAN"
"SALADILLO","SALADILLO"
"LA QUINTA","RIO PRIMERO"
"VILLA BERTHET","SAN LORENZO"
"COLONIA TINCO","RIO HONDO"
"ACONQUIJA","ANDALGALÁ"
"MARGARITA BELEN","1° DE MAYO"
"AGUARAY","GENERAL JOSE DE SAN MARTÍN"
"LA COCHA","LA COCHA"
"CAMARONES","FLORENTINO AMEGHINO"
"SANTA ANA","FEDERACION"
"EL RASTREADOR","JUAREZ CELMAN"
"LAS CALERAS","CALAMUCHITA"
"VILLARINO","VILLARINO"
"SAN PEDRO","SAN PEDRO"
"VILLA LA ANGOSTURA","LOS LAGOS"
"IRAZUSTA","GUALEGUAYCHU"
"ABRALAITE","COCHINOCA"
"TOSQUITA","RIO CUARTO"
"PUEBLO ITALIANO","UNION"
"AREA SIN GOBIERNO","SAN JAVIER"
"LOS HOYOS","RIO SECO"
"COLONIA VICTORIA","ELDORADO"
"AREA SIN GOBIERNO","LA COCHA"
"CAÑADA DE LUQUE","TOTORAL"
"BARRANCAS","SAN JERONIMO"
"PLAZA LUXARDO","SAN JUSTO"
"GOBERNADOR CRESPO","SAN JUSTO"
"CABALANGO","PUNILLA"
"EL QUEBRACHAL","ANTA"
"GENERAL GUIDO","GENERAL GUIDO"
"PROFUNDIDAD","CANDELARIA"
"LAS VERTIENTES","RIO CUARTO"
"MIGUEL CANE","QUEMU QUEMU"
"BERNARDO LARROUDE","CHAPALEUFU"
"CLASSON","IRIONDO"
"CRISPI","SAN MARTIN"
"LAGUNA LARGA","RIO SEGUNDO"
"LIBERTADOR GENERAL SAN MARTIN","LEDESMA"
"RIO CHICO Y NUEVA TRINIDAD","SIMOCA"
"PROVIDENCIA","LAS COLONIAS"
"ARROYO CABRAL","GENERAL SAN MARTIN"
"ALCARAZ","LA PAZ"
"PAVON","CONSTITUCION"
"LUCIO V LOPEZ","IRIONDO"
"SAN ISIDRO","SAN ISIDRO"
"EL CIMARRON","FEDERAL"
"COMUNA 9","COMUNA 9"
"AREA SIN GOBIERNO","MATACOS"
"ALVAREZ","ROSARIO"
"SANTA ANA","RIO CHICO"
"PEYRANO","CONSTITUCION"
"SAN CARLOS CENTRO","LAS COLONIAS"
"PURMAMARCA","TUMBAYA"
"ANTELO","VICTORIA"
"FELICIA","LAS COLONIAS"
"VILLA PADRE MONTI","BURRUYACU"
"SAN ERNESTO","SAN SALVADOR"
"AGUARA GRANDE","SAN CRISTOBAL"
"TIMBUES","SAN LORENZO"
"MATTALDI","GENERAL ROCA"
"COLONIA SARMIENTO","PATIÑO"
"LA PAMPA","TOTORAL"
"9 DE JULIO","ELDORADO"
"PALMAR GRANDE","GENERAL PAZ"
"CHARRAS","JUAREZ CELMAN"
"GASTONA Y BELICHA","CHICLIGASTA"
"LA LEONESA","BERMEJO"
"PILAR","RIO SEGUNDO"
"GESSLER","SAN JERONIMO"
"AREA SIN GOBIERNO","VILLAGUAY"
"SAN ANDRES","CRUZ ALTA"
"JESUS MARIA","COLON"
"AREA SIN GOBIERNO","LACAR"
"AREA SIN GOBIERNO","TELSEN"
"TIGRE","TIGRE"
"ONCATIVO","RIO SEGUNDO"
"BERNASCONI","HUCAL"
"SARAH","CHAPALEUFU"
"AREA SIN GOBIERNO","LOS LAGOS"
"MURPHY","GENERAL LOPEZ"
"COLONIA VIDELA","RIO SEGUNDO"
"SAN JOAQUIN","PRESIDENTE ROQUE SAENZ PEÑA"
"EMPALME VILLA CONSTITUCION","CONSTITUCION"
"TINTINA","MORENO"
"HUILLAPIMA","CAPAYAN"
"ESTACION JUAREZ CELMAN","COLON"
"MOCORETA","MONTE CASEROS"
"GENERAL ENRIQUE GODOY","GENERAL ROCA"
"KILOMETRO 658","RIO PRIMERO"
"LAS SALADAS","RIO PRIMERO"
"EL MAITEN","CUSHAMEN"
"PICADA BERON","LA PAZ"
"LUCAS NORTE","VILLAGUAY"
"SAUZAL BONITO","CONFLUENCIA"
"COMUNA 6","COMUNA 6"
"CASPALA","VALLE GRANDE"
"AREA SIN GOBIERNO","AVELLANEDA"
"LA POMA","LA POMA"
"AREA SIN GOBIERNO","SANTA MARÍA"
"CARRERAS","GENERAL LOPEZ"
"ROSARIO DEL SALADILLO","TULUMBA"
"ZENON PEREYRA","CASTELLANOS"
"COLONIA DELICIA","ELDORADO"
"AREA SIN GOBIERNO","RIO PRIMERO"
"NACION RANQUEL","GENERAL PEDERNERA"
"COMUNA 3","COMUNA 3"
"PAVON ARRIBA","CONSTITUCION"
"AREA SIN GOBIERNO","FLORENTINO AMEGHINO"
"INRIVILLE","MARCOS JUAREZ"
"DISTRITO SEXTO COSTA DE NOGOYA","GUALEGUAY"
"EL TIO","SAN JUSTO"
"LOS CISNES","JUAREZ CELMAN"
"VILLA ASCASUBI","TERCERO ARRIBA"
"ZANJITAS","JUAN MARTÍN DE PUEYRREDÓN"
"SANTA ROSA DE RIO PRIMERO","RIO PRIMERO"
"PUERTO DESEADO","DESEADO"
"CIPOLLETTI","GENERAL ROCA"
"VERA","VERA"
"LOS MICHES","MINAS"
"INTENDENTE ALVEAR","CHAPALEUFU"
"TILCARA","TILCARA"
"NAHUEL NIYEU","VALCHETA"
"GOBERNADOR ROCA","SAN IGNACIO"
"PUJATO","SAN LORENZO"
"CASTELLI","CASTELLI"
"COMANDANTE LUIS PIEDRA BUENA","CORPEN AIKE"
"COMUNA 7","COMUNA 7"
"LONQUIMAY","CATRILO"
"RECONQUISTA","GENERAL OBLIGADO"
"OLIVA","TERCERO ARRIBA"
"SPELUZZI","MARACO"
"DISTRITO CHIQUEROS","NOGOYA"
"ORDOÑEZ","UNION"
"MOJON DE FIERRO","FORMOSA"
"EMPALME SAN CARLOS","LAS COLONIAS"
"LA AURORA","BANDA"
"SAN CAYETANO","SAN CAYETANO"
"VILLA OCAMPO","GENERAL OBLIGADO"
"SAN JOSE DE LA COCHA","LA COCHA"
"GENERAL SAN MARTIN","HUCAL"
"OLEGARIO VICTOR ANDRADE","LEANDRO N. ALEM"
"PINAMAR","PINAMAR"
"RIO COLORADO","LEALES"
"AREA SIN GOBIERNO","FEDERACION"
"SAN CARLOS NORTE","LAS COLONIAS"
"CAA CATI","GENERAL PAZ"
